,cui,semtyp,Name
15257,C0806123,"Amino Acid, Peptide, or Protein",Fetal fibronectin
15258,C0424489,Finding,Chapping of lips
15259,C1427504,Gene or Genome,MLIP gene
15260,C1881377,Functional Concept,Limitation of Use Based on Conditional Approval
15261,C0036383,Health Care Related Organization,"Schools, Veterinary"
15262,C0012833,Sign or Symptom,Dizziness
15263,C1414263,Gene or Genome,EDNRB gene
15264,C1419120,Gene or Genome,PTPRN2 gene
15265,C1416857,Gene or Genome,LILRB1 gene
15266,C1416858,Gene or Genome,LILRB2 gene
15267,C1416856,Gene or Genome,LILRA3 gene
15268,C2347578,Quantitative Concept,Cell per Well
15269,C0059374,Organic Chemical,enrofloxacin
15270,C0086413,Immunologic Factor,HIV Vaccine
15271,C0443218,Qualitative Concept,Fixed behavior
15272,C4684750,Intellectual Product,Quantitative Variable
15273,C4684749,Intellectual Product,Qualitative Variable
15274,C0008358,"Amino Acid, Peptide, or Protein",Cholera Toxin Protomer A
15275,C0111753,Organic Chemical,Cytembena
15276,C0003740,Geographic Area,Arctic Regions
15277,C0325007,Mammal,Vulpes lagopus
15278,C0017463,Health Care Activity,Geriatric Assessment
15279,C0004644,Biomedical Occupation or Discipline,Bacteriology
15280,C2699330,Body Substance,Abdominal Fluid
15281,C0452885,Food,Veal
15282,C0317850,Bacterium,Mycoplasma bovis
15283,C0142906,"Indicator, Reagent, or Diagnostic Aid",sodium metaperiodate
15284,C0044131,Organic Chemical,1-(2-chloroethyl)-1-nitrosourea
15285,C1547383,Intellectual Product,Person Name
15286,C3271738,Cell Component,large latent transforming growth factor-beta complex
15287,C0040333,Virus,Tobacco Mosaic Virus
15288,C0206375,Virus,Tobamovirus
15289,C1175906,Organic Chemical,antofine
15290,C1958963,Organic Chemical,phenanthroquinolizidine
15291,C0278372,Diagnostic Procedure,Functional assessment
15292,C1420113,Gene or Genome,SLC17A5 gene
15293,C2717802,Anatomical Structure,Viral Structures
15294,C1008579,Virus,Yellow Fever virus group
15295,C3642464,Manufactured Object,Cryovial
15296,C1549449,Professional or Occupational Group,Australian Army
15297,C1551962,Language,Assiniboine language
15298,C2347957,Activity,Reservation (action)
15299,C0000924,Phenomenon or Process,Accidents
15300,C0242917,Disease or Syndrome,Filoviridae Infections
15301,C0574305,Language,Breton language
15302,C0599797,Gene or Genome,hla gene
15303,C0444667,notype,Whole
15304,C1155003,Cell Function,B-Cell Activation
15305,C1333579,Gene or Genome,FRS3 gene
15306,C4277689,Molecular Biology Research Technique,Gene Modification
15307,C0074992,Organic Chemical,sphingosine 1-phosphate
15308,C1425830,Gene or Genome,SPHK2 gene
15309,C0017770,Organic Chemical,Glucosylceramides
15310,C4524538,Therapeutic or Preventive Procedure,Whole Blood or Product Procurement
15311,C0337013,Natural Phenomenon or Process,Blizzard
15312,C0260221,Quantitative Concept,Rodent populations
15313,C0206071,Genetic Function,Immunoglobulin Class Switching
15314,C0031740,Therapeutic or Preventive Procedure,Photochemotherapy
15315,C1420706,Gene or Genome,TFPI2 gene
15316,C0751981,"Amino Acid, Peptide, or Protein",GTP-Binding Protein Regulators
15317,C1565805,"Amino Acid, Peptide, or Protein","FGF9 protein, human"
15318,C0523807,Laboratory Procedure,Oxygen saturation measurement
15319,C3852210,Organic Chemical,platyphylloside
15320,C0914889,Organic Chemical,oregonin
15321,C1701869,Organic Chemical,hirsutenone
15322,C1136116,Organic Chemical,Diarylheptanoids
15323,C1699226,Organic Chemical,acerogenin L
15324,C1698158,Organic Chemical,garugamblin-3
15325,C0162781,Organic Chemical,Thiobarbituric Acid Reactive Substances
15326,C0234875,Organism Attribute,Barking (observable entity)
15327,C0082687,Organic Chemical,genkwanin
15328,C0033045,Therapeutic or Preventive Procedure,Premedication
15329,C1419325,Gene or Genome,OPN1LW gene
15330,C1265388,Virus,Pigeon circovirus
15331,C0040818,Eukaryote,Trematoda
15332,C0681185,Idea or Concept,devil (idea)
15333,C0005353,Intellectual Product,Bible
15334,C0036600,Individual Behavior,Self Medication
15335,C0599395,Organization,High Schools
15336,C0035345,Finding,Retirement
15337,C0439853,Qualitative Concept,Congruent relationship
15338,C0450811,Body Location or Region,CV2 (body structure)
15339,C4521834,Classification,US Military enlisted E6
15340,C1416491,Gene or Genome,ITGA9 gene
15341,C0029073,Gene or Genome,Operon
15342,C1420276,Gene or Genome,SNCA gene
15343,C0085155,Pharmacologic Substance,Generic Drugs
15344,C4054230,Finding,Pathologic Response
15345,C0046771,Organic Chemical,diacetylfluorescein
15346,C1517528,Idea or Concept,Germ
15347,C0009813,Therapeutic or Preventive Procedure,Constriction procedure
15348,C0028722,Qualitative Concept,Nutritive Value
15349,C0020924,Organic Chemical,Imidazoles
15350,C0005382,Organic Chemical,Biguanides
15351,C0009507,Immunologic Factor,Complement C3 Convertases
15352,C1855663,Disease or Syndrome,Kaufman oculocerebrofacial syndrome
15353,C1142674,"Amino Acid, Peptide, or Protein","ID1 protein, human"
15354,C1708585,Intellectual Product,JPred
15355,C1332116,Gene or Genome,ARNT gene
15356,C0016703,Geographic Area,French Guiana
15357,C0242205,Individual Behavior,"Breast Feeding, Exclusive"
15358,C0852859,Laboratory or Test Result,blood culture negative
15359,C0008168,Organic Chemical,chloramphenicol
15360,C1148658,Molecular Function,lipopolysaccharide binding
15361,C1014432,Bacterium,Candidatus Arthromitus sp. SFB-mouse
15362,C1100024,Immunologic Factor,interleukin-17E
15363,C1143167,"Amino Acid, Peptide, or Protein","APOBEC3G protein, human"
15364,C1880202,Activity,Customize
15365,C0427743,Laboratory Procedure,"Glucose concentration, test strip measurement"
15366,C1420234,Gene or Genome,SLC9A3 gene
15367,C2347223,Qualitative Concept,Bubble Gum Flavor
15368,C1276425,Finding,Pushing Tumor Margin
15369,C0071500,Biomedical or Dental Material,polyacrylamide gels
15370,C0015316,Quantitative Concept,Expenditures
15371,C0599519,Diagnostic Procedure,remote sensing
15372,C1540066,Gene or Genome,TRIM62 gene
15373,C1412547,Gene or Genome,ARPC2 gene
15374,C0242664,Family Group,husband
15375,C0242665,Family Group,wife
15376,C0019167,Immunologic Factor,Hepatitis B e Antigens
15377,C1707761,Functional Concept,Directionality
15378,C1428749,Gene or Genome,ADM2 gene
15379,C0007158,Organic Chemical,Cardiac Glycosides
15380,C1609538,Disease or Syndrome,Latent Tuberculosis
15381,C3463810,Laboratory or Test Result,Proteomic Profile
15382,C0030944,Laboratory Procedure,Peptide Mapping
15383,C1555321,Professional or Occupational Group,attender
15384,C0537969,"Amino Acid, Peptide, or Protein",caspase-7
15385,C1538115,Gene or Genome,WWP1 gene
15386,C0338666,Patient or Disabled Group,Drug abuser
15387,C0020811,"Nucleic Acid, Nucleoside, or Nucleotide",idoxuridine
15388,C0242266,Activity,Border Crossing
15389,C0608070,Organic Chemical,dicarboxydine
15390,C1325166,Molecular Function,rhodopsin kinase activity
15391,C3549197,Biologic Function,intestinal stem cell homeostasis
15392,C3164943,Virus,Pandemic influenza A (H1N1) 2009
15393,C0030448,Eukaryote,Paramecium
15394,C2347447,Intellectual Product,Parser
15395,C0541974,Finding,Fuzzy head
15396,C0592502,Intellectual Product,Generic Name
15397,C0600281,Intellectual Product,Nomenclature
15398,C3897660,Intellectual Product,Safety and Clinical Database Reconciliation Document
15399,C4722308,Health Care Activity,Algorithm-Based Enrollment
15400,C1418582,Gene or Genome,PIN1 gene
15401,C0596342,Molecular Function,cis trans isomerization
15402,C1150129,Molecular Function,calpain activity
15403,C1136066,"Amino Acid, Peptide, or Protein",TATA-Binding Protein Associated Factors
15404,C0343641,Disease or Syndrome,Human papilloma virus infection
15405,C1709160,Qualitative Concept,Neoplastic
15406,C1709246,Disease or Syndrome,Non-Neoplastic Disorder
15407,C0876956,Research Activity,serial analysis of gene expression
15408,C1540081,Gene or Genome,TSPAN1 gene
15409,C0597427,"Amino Acid, Peptide, or Protein",secretory protein
15410,C0146550,"Amino Acid, Peptide, or Protein",trefoil factor
15411,C2754974,Cell Component,IgE B cell receptor complex
15412,C0085379,Immunologic Factor,muromonab-CD3
15413,C0600477,Nucleotide Sequence,Short Interspersed Nucleotide Elements
15414,C1634335,Mammal,Afrotheria
15415,C0024852,Mammal,Superorder Marsupalia (organism)
15416,C0026503,Mammal,Monotremata
15417,C1927258,Virus,Ngoye virus
15418,C0302833,Professional or Occupational Group,School nurse
15419,C0007445,Organic Chemical,Cation Exchange Resins
15420,C0766345,Organic Chemical,OASIS poly(divinyl-co-N-vinylpyrrolidinone)
15421,C0063264,Therapeutic or Preventive Procedure,Cisplatin/Doxorubicin/Ifosfamide protocol
15422,C0012888,"Amino Acid, Peptide, or Protein",DNA Polymerase I
15423,C2717745,Gene or Genome,Metagenome
15424,C2759042,Mammal,Camelus ferus
15425,C0162789,Molecular Biology Research Technique,Fluorescent in Situ Hybridization
15426,C1861380,Disease or Syndrome,"Syndactyly, Type I"
15427,C3494177,Health Care Activity,Informal care
15428,C0205093,Spatial Concept,Lateral
15429,C0336708,Manufactured Object,Spear
15430,C1270397,Mammal,Family Moschidae
15431,C1095815,Mammal,Ondatra zibethicus
15432,C0036410,"Body Part, Organ, or Organ Component",Sclera
15433,C0815279,Functional Concept,Neuroprotective Effect
15434,C0007785,Disease or Syndrome,Cerebral Infarction
15435,C0336630,Medical Device,Endotracheal tube
15436,C0199529,Therapeutic or Preventive Procedure,Pulmonary rehabilitation (procedure)
15437,C0003595,"Amino Acid, Peptide, or Protein",Apolipoprotein E
15438,C0870411,Temporal Concept,Developmental stages
15439,C0034372,Disease or Syndrome,Quadriplegia
15440,C0445254,Qualitative Concept,Sensory (qualifier value)
15441,C0332083,Health Care Related Organization,DeKroyft-Metz health care distributor
15442,C0027816,Biomedical Occupation or Discipline,Neuroanatomy
15443,C0009938,Injury or Poisoning,Contusions
15444,C0521169,Pathologic Function,Compression fracture
15445,C0004704,Therapeutic or Preventive Procedure,Balloon Dilatation
15446,C0073379,Organic Chemical,riluzole
15447,C1709239,Organization,Nomenclature Committee of the International Union of Biochemistry and Molecular Biology
15448,C2610958,Cell Function,Necroptosis
15449,C1702824,Organic Chemical,necrostatin-1
15450,C1419115,Gene or Genome,PTPRF gene
15451,C0392895,Population Group,Bloods (ethnic group)
15452,C0680854,Quantitative Concept,Charitable contribution
15453,C4085660,Intellectual Product,Memorial Symptom Assessment Scale
15454,C1659461,Biologic Function,endoplasmic reticulum localization
15455,C0086715,Quantitative Concept,Normal Range
15456,C0120372,Receptor,glucose-regulated protein GRP94
15457,C4523940,Finding,Foamy urine
15458,C0235557,Finding,Pulmonary granuloma
15459,C0043056,Environmental Effect of Humans,Water Pollution
15460,C0183884,Medical Device,Test tube
15461,C2717878,Molecular Biology Research Technique,Genetic Association Studies
15462,C0885093,Organic Chemical,Anise stellatum / star anise homeopathic preparation
15463,C0015637,Organic Chemical,farnesol
15464,C0063920,Organic Chemical,isoborneol
15465,C0682997,Organic Chemical,Monoterpenes
15466,C0010415,Fungus,Cryptococcus
15467,C0446010,Fungus,Cryptococcus gattii
15468,C1135929,Therapeutic or Preventive Procedure,Mass Vaccination
15469,C2348406,Quantitative Concept,Square Kilometer
15470,C1514650,Amino Acid Sequence,RHO Effector Domain
15471,C1428937,Gene or Genome,HSPB8 gene
15472,C0162771,Cell Component,Spliceosomes
15473,C0073336,"Amino Acid, Peptide, or Protein",Ribosomal Protein S6
15474,C0141113,Organic Chemical,S 27
15475,C1148621,Molecular Function,zinc ion binding
15476,C5202906,Laboratory Procedure,Electron-Transfer Dissociation
15477,C2987211,Manufactured Object,Dry Shipper
15478,C0053355,"Amino Acid, Peptide, or Protein",ubenimex
15479,C4724270,Quantitative Concept,Saturation Recovery Pulse Sequence
15480,C0049065,"Nucleic Acid, Nucleoside, or Nucleotide",decitabine
15481,C3538831,Intellectual Product,CDISC SDTM Reason for Treatment Interruption Terminology
15482,C0175720,Medical Device,Caliper
15483,C0769345,"Amino Acid, Peptide, or Protein",caspase-5
15484,C3823671,Cell Component,protein kinase complex
15485,C1417608,Gene or Genome,NCF1 gene
15486,C0250345,"Amino Acid, Peptide, or Protein",neutrophil cytosol factor 40K
15487,C0181168,Medical Device,HEMOCYTOMETER
15488,C0644810,Organic Chemical,dihydroethidium
15489,C1413844,Gene or Genome,CYBB gene
15490,C0671154,"Amino Acid, Peptide, or Protein","CLEC11A protein, human"
15491,C0768581,Organic Chemical,4-ethoxymethylene-2-phenyl-2-oxazoline-5-one
15492,C2348280,Organic Chemical,Dietary Polyphenol
15493,C0005036,Organic Chemical,benzene
15494,C1442820,"Amino Acid, Peptide, or Protein","FLT3LG protein, human"
15495,C1514152,"Nucleic Acid, Nucleoside, or Nucleotide",Plasmid Cloning Vector
15496,C0038126,Biomedical or Dental Material,Stainless Steel
15497,C0009471,Biomedical Occupation or Discipline,Community Health Nursing
15498,C0340364,Congenital Abnormality,Familial mitral valve prolapse
15499,C4683788,Laboratory or Test Result,Human Herpesvirus 6 Positive
15500,C0230770,Cell Component,"Endoplasmic reticulum, membrane"
15501,C0238462,Neoplastic Process,Medullary carcinoma of thyroid
15502,C4319820,"Amino Acid, Peptide, or Protein",Peptide Transporter 1
15503,C3827011,Intellectual Product,Dose Volume Histogram
15504,C0039213,"Amino Acid, Peptide, or Protein",T4 DNA Ligase
15505,C0011220,Virus,Hepatitis Delta Virus
15506,C0230756,Cell Component,Solitary microtubule component of centriole or axonemal complex
15507,C0041095,Family Group,Triplet Multiple Birth
15508,C0443221,Functional Concept,Forced
15509,C1708238,Quantitative Concept,Geometric Distribution
15510,C0055383,Organic Chemical,chloroacetamide
15511,C0020053,Occupational Activity,Housekeeping
15512,C4748955,Finding,Thymic involution
15513,C1449832,Diagnostic Procedure,Nuchal Translucency Screen
15514,C1137112,Intellectual Product,ICD-9-CM
15515,C2347663,Temporal Concept,Pre-intervention Imaging
15516,C4053530,Disease or Syndrome,Cutaneous Neurocristic Hamartoma
15517,C0557869,Finding,Introvert
15518,C2348328,Quantitative Concept,Dosage Form Unit
15519,C3828339,"Nucleic Acid, Nucleoside, or Nucleotide",Replication Competent Retrovirus
15520,C0916399,Organic Chemical,FuGene
15521,C0253711,Organic Chemical,Lipofectamine
15522,C0814202,Intellectual Product,Personal Experience Inventory
15523,C3820724,Genetic Function,viral DNA genome replication
15524,C0032712,Organic Chemical,Porphyrins
15525,C1563705,Disease or Syndrome,"Nephrogenic Diabetes Insipidus, Type I"
15526,C0454831,Geographic Area,Corsica
15527,C0453809,Food,Cooked food
15528,C3150099,Disease or Syndrome,ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS
15529,C1817434,Cell Function,follicular dendritic cell activation
15530,C1622572,Cell Function,T cell costimulation
15531,C0162847,Molecular Function,protein folding
15532,C1424661,Gene or Genome,TXNIP gene
15533,C0075857,Organic Chemical,tauroursodeoxycholic acid
15534,C0065082,"Amino Acid, Peptide, or Protein","hlyA protein, Listeria monocytogenes"
15535,C0023237,Bacterium,Legionella
15536,C3860213,Disease or Syndrome,Autoinflammatory disorder
15537,C0085243,Mammal,"Mice, Inbred NOD"
15538,C1819383,Cell Function,regulation of cytokinesis
15539,C1711243,Quantitative Concept,Exponential Distribution
15540,C0005463,Quantitative Concept,Binomial Distribution
15541,C0376446,"Indicator, Reagent, or Diagnostic Aid",Reducing Agents
15542,C3886173,Organic Chemical,plakortide E
15543,C1706958,Conceptual Entity,Biosample
15544,C0314760,Bacterium,Coliform bacteria
15545,C0009187,Disease or Syndrome,Coccidiosis
15546,C0005834,Diagnostic Procedure,Collection of blood specimen for laboratory procedure
15547,C0574595,Language,Dakota Language
15548,C0598781,Population Group,communes
15549,C1420291,Gene or Genome,SNRPD3 gene
15550,C0084297,"Amino Acid, Peptide, or Protein","Negative Elongation Factor E, human"
15551,C1420292,Gene or Genome,SNRPE gene
15552,C0297429,"Amino Acid, Peptide, or Protein",protein TDP-43
15553,C0242903,Pharmacologic Substance,"Anesthetics, Inhalation"
15554,C0206613,Disease or Syndrome,Paramyxoviridae Infections
15555,C1555288,Finding,Therapy Appropriate
15556,C0013627,Educational Activity,"Education, Dental"
15557,C0015457,Finding,Facial Expression
15558,C3661526,Organism Attribute,Genogroup
15559,C1709843,Qualitative Concept,Raw
15560,C0475506,Intellectual Product,Ravens colored progressive matrices
15561,C0596948,Mental Process,mind control
15562,C1518371,Qualitative Concept,Non-Malignant
15563,C1414557,Gene or Genome,FCGRT gene
15564,C0086517,Professional or Occupational Group,Laboratory Technicians
15565,C1134558,Pharmacologic Substance,Chinese Herbs
15566,C3883776,Organic Chemical,juglanin
15567,C2617639,Plant,Toona sinensis
15568,C1257749,Natural Phenomenon or Process,Herb-Drug Interactions
15569,C0074318,"Amino Acid, Peptide, or Protein","nonstructural C protein, Sendai virus"
15570,C1333707,Gene or Genome,GRB2 gene
15571,C0330657,Plant,Prunus cerasus
15572,C1151928,Molecular Function,histone acetyltransferase activity
15573,C1422073,Gene or Genome,BRD4 gene
